"Problem","DateModified","Initials","SequenceNumber","NEWLOC","MAPLOC","DEPOSIT","Latitude","Longitude","Location_type","DMSLAT","DMSLONG","24kquad","100kQuad","CountyName","LandOwner","FSAgencyName","OrangeNum","1x2degreeQuadrangle","lon_WGS84","lat_WGS84","TOWNSHIP","RANGE","SECTION","QSECTION","OBJECTID","ZIP_CODE","Mining_District","Hard_File"
,,,"EC0438","EC0438"," 438","Copper Queen Claim (Blackbird Mine)",45.12222,-114.32306,3,450720,1141923,"BLACKBIRD CREEK","BIGHORN PASS ","LEMHI","U.S. Forest Service","Salmon NF","295","EC",-114.323838108,45.12205826189999,"021N","018E",27,"ALL",3473,83469,"Blackbird","NO"
,,,"EC0439","EC0439"," 439","Bohannon Prospect (Gray Eagle; Blackbird Mine)",45.1192,-114.3472,0,450709,1142050,"BLACKBIRD CREEK","BIGHORN PASS ","LEMHI","U.S. Forest Service","Salmon NF","285","EC",-114.347978753,45.11903811569999,"021N","018E",28,"ALL",3474,83469,"Blackbird","NO"
,,,"EC0440","EC0440"," 440","Hawkeye Prospects (Blackbird Mine)",45.118,-114.33809,3,450705,1142017,"BLACKBIRD CREEK","BIGHORN PASS ","LEMHI","Private",,"287","EC",-114.338868478,45.11783818519999,"021N","018E",27,"ALL",3475,83469,"Blackbird","YES"
,,,"EC0441","EC0441"," 441","Uncle Sam Mine (DuBoise Group)",45.11707,-114.34098,3,450701,1142028,"BLACKBIRD CREEK","BIGHORN PASS ","LEMHI","Private","Salmon NF","288","EC",-114.341758547,45.11690817109999,"021N","018E",28,"ALL",3476,83469,"Blackbird","YES"
,,,"EC0442","EC0442"," 442","Togo Claim",45.1153,-114.3433,0,450655,1142036,"BLACKBIRD CREEK","BIGHORN PASS ","LEMHI","U.S. Forest Service","Salmon NF","289","EC",-114.344078589,45.1151381661,"021N","018E",28,"ALL",3477,83469,"Blackbird","NO"
,,,"EC0443","EC0443"," 443","Haynes-Stellite Mine (Bellielle; Cobalt Mine; Mona Group; Big Nickel)",45.11219,-114.31442,3,450644,1141852,"BLACKBIRD CREEK","BIGHORN PASS ","LEMHI","U.S. Forest Service","Salmon NF","296","EC",-114.315197726,45.11202838179999,"021N","018E",35,"ALL",3478,83469,"Blackbird","YES"
,,,"EC0444","EC0444"," 444","Switchback Marble Quarry (Harpster)",45.9947,-115.8742,0,455941,1155227,"CORRAL HILL","ELK CITY ","IDAHO","Private",,"309","EC",-115.875034735,45.9945227031,"031N","005E",30,"SE",3479,83539,"Harpster","NO"
,,,"EC0445","EC0445"," 445","Corral Hill",45.9678,-115.8625,0,455804,1155145,"CORRAL HILL","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","312","EC",-115.863333997,45.96762291029999,"030N","005E",5,"ALL",3480,83530,"","NO"
,,,"EC0446","EC0446"," 446","Paysack (Rescue; Standard)",45.9661,-115.8678,0,455758,1155204,"CORRAL HILL","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","311","EC",-115.868634123,45.9659228793,"030N","005E",5,"ALL",3481,83530,"","NO"
,,,"EC0447","EC0447"," 447","Gold Bar",45.9614,-115.9611,0,455741,1155740,"HARPSTER","ELK CITY ","IDAHO","U.S. Bureau of Land Management",,"1112","EC",-115.961936708,45.96122221869999,"030N","004E",4,"SE",3482,83530,"","NO"
,,,"EC0448","EC0448"," 448","Blacktail Mining Co.",45.9505,-115.97751,3,455702,1155839,"HARPSTER","ELK CITY ","IDAHO","U.S. Bureau of Land Management",,,,-115.978347011,45.95032214859999,"030N","004E",8,"SE",3483,83530,"","YES"
,,,"EC0449","EC0449"," 449","McComas Magnetite Prospect (Iron Cap; Green Creek Lookout; Iron Boy; George #1)",45.9378,-115.8969,0,455616,1155349,"HARPSTER","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","313","EC",-115.897734527,45.9376227967,"030N","004E",13,"SE",3484,83530,"Harpster","NO"
,,,"EC0450","EC0450"," 450","Meadow Creek Magnetite Prospect (Sylvia Ellen Claim)",45.9211,-115.8572,0,455516,1155126,"CORRAL HILL","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","316","EC",-115.858033147,45.9209231637,"030N","005E",20,"ALL",3485,83530,"","NO"
,,,"EC0451","EC0451"," 451","Dewey Mine",45.9214,-115.9428,0,455517,1155634,"HARPSTER","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","315","EC",-115.943635586,45.9212225373,"030N","004E",22,"SW",3486,83530,"Harpster","NO"
,,,"EC0452","EC0452"," 452","Blacktail Asbestos Prospect",45.9219,-115.9639,0,455519,1155750,"HARPSTER","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","314","EC",-115.964736193,45.9217223807,"030N","004E",21,"SW",3487,83530,"Harpster","NO"
,,,"EC0453","EC0453"," 453","Ophir Lode",45.85276,-115.8828,3,455110,1155258,"HUNGRY RIDGE","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","317","EC",-115.883632853,45.8525832995,"029N","005E",18,"ALL",3488,83525,"","NO"
,,,"EC0454","EC0454"," 454","Fisher Placer",45.82853,-115.90852,3,454943,1155431,"HUNGRY RIDGE","ELK CITY ","IDAHO","Private","Nez Perce NF","318","EC",-115.909353222,45.82835322859999,"029N","004E",25,"NW",3489,83525,"","YES"
,,,"EC0455","EC0455"," 455","Wickieup Creek Deposit (McComas No. 2; Happy Jack)",45.8394,-115.8794,0,455022,1155246,"HUNGRY RIDGE","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","320","EC",-115.880232557,45.83922338839999,"029N","005E",19,"ALL",3490,83525,"","NO"
,,,"EC0456","EC0456"," 456","Lucky Win Claims",45.8372,-115.8847,0,455014,1155305,"HUNGRY RIDGE","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","319","EC",-115.885532675,45.8370233604,"029N","005E",19,"ALL",3491,83525,"","NO"
,,,"EC0457","EC0457"," 457","Holmes Placer (Old Channel Placer; Red Fir)",45.83369,-115.93709,3,455001,1155614,"HUNGRY RIDGE","ELK CITY ","IDAHO","Private",,"321","EC",-115.93792411,45.8335129952,"029N","004E",22,"SE",3492,83554,"","YES"
,,,"EC0458","EC0458"," 458","Clara Ophelia Placer",45.8283,-115.9483,0,454942,1155654,"HUNGRY RIDGE","ELK CITY ","IDAHO","U.S. Forest Service",,"322","EC",-115.949134348,45.8281229394,"029N","004E",27,"NW",3493,83554,"","NO"
,,,"EC0459","EC0459"," 459","Grouse Creek Placer",45.83639,-115.98806,3,455011,1155917,"HUNGRY RIDGE","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","323","EC",-115.988895597,45.83621260979999,"029N","004E",20,"SW",3494,83554,"","YES"
,,,"EC0460","EC0460"," 460","Occidental Group",45.8286,-115.9619,0,454943,1155743,"HUNGRY RIDGE","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","1119","EC",-115.962734739,45.8284228387,"029N","004E",28,"NE",3495,83530,"","NO"
,,,"EC0461","EC0461"," 461","Telegram Placer",45.8244,-115.9633,0,454928,1155748,"HUNGRY RIDGE","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","325","EC",-115.964134715,45.8242228488,"029N","004E",28,"NE",3496,83554,"","NO"
,,,"EC0462","EC0462"," 462","Silver King (Red Rose #1)",45.815,-115.8164,0,454854,1154859,"HUDDLESON BLUFF","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","326","EC",-115.817230404,45.8148239648,"029N","005E",34,"ALL",3497,83525,"","NO"
,,,"EC0463","EC0463"," 463","Golden Eagle Placer",45.8006,-115.9572,0,454802,1155726,"HUNGRY RIDGE","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF",,,-115.958034187,45.8004230094,"028N","004E",3,"ALL",3498,83554,"","NO"
,,,"EC0464","EC0464"," 464","Johns Creek Placer",45.7853,-115.8989,0,454707,1155356,"HUNGRY RIDGE","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF",,,-115.899732305,45.78512350979999,"028N","004E",12,"ALL",3499,83525,"","NO"
,,,"EC0465","EC0465"," 465","Buck Meadows (Fry Pan)",45.7564,-115.9358,0,454523,1155609,"HUNGRY RIDGE","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","327","EC",-115.936632921,45.7562233841,"028N","004E",23,"ALL",3500,83525,"","NO"
,,,"EC0466","EC0466"," 466","Mitch-Carol Occurrence",45.71694,-115.81139,3,454301,1154841,"SOURDOUGH PEAK","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","328","EC",-115.812218808,45.7167644869,"028N","005E",35,"ALL",3501,83525,"","YES"
,,,"EC0467","EC0467"," 467","Unnamed prospect",45.9698,-115.5403,0,455811,1153225,"IRON MOUNTAIN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF",,,-115.541124838,45.9696252396,"030N","007E",2,"ALL",3502,83525,"","NO"
,,,"EC0468","EC0468"," 468","Iron Mountain Group",45.96936,-115.54847,3,455810,1153254,"IRON MOUNTAIN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","330","EC",-115.549295065,45.96918518259999,"030N","007E",2,"ALL",3503,83525,"","YES"
,,,"EC0469","EC0469"," 469","C. O. Pell Placer (Pell Placer Mine; Bluebird)",45.95971,-115.67032,3,455735,1154013,"PILOT KNOB","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","329","EC",-115.671148399,45.9595343448,"030N","006E",11,"ALL",3504,83525,"Newsome","YES"
,,,"EC0470","EC0470"," 470","Unnamed placer",45.9481,-115.6444,0,455653,1153840,"PILOT KNOB","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF",,,-115.645227487,45.9479245855,"030N","006E",12,"ALL",3505,83525,"Newsome","NO"
,,,"EC0471","EC0471"," 471","Revelation Mine",45.9289,-115.7344,0,455544,1154404,"PILOT KNOB","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","331","EC",-115.735229767,45.9287240211,"030N","006E",20,"ALL",3506,83525,"","NO"
,,,"EC0472","EC0472"," 472","Old Montana Placer (Sacajawea; Idaho; Montana)",45.9236,-115.6364,0,455525,1153811,"PILOT KNOB","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","333","EC",-115.637226895,45.92342475589999,"030N","007E",19,"ALL",3507,83525,"Newsome","NO"
,,,"EC0473","EC0473"," 473","Mountain Placer",45.9225,-115.6433,0,455521,1153836,"PILOT KNOB","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","332","EC",-115.644127075,45.9223247111,"030N","006E",24,"ALL",3508,83525,"Newsome","NO"
,,,"EC0474","EC0474"," 474","Iron Crown Mine",45.92498,-115.60808,0,455522,1153606,"IRON MOUNTAIN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","334","EC",-115.608906108,45.9248049544,"030N","007E",20,"ALL",3509,83525,"Newsome","NO"
,,,"EC0475","EC0475"," 475","Northern Pacific",45.92167,-115.61111,0,455507,1153642,"IRON MOUNTAIN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF",,,-115.611936145,45.9214949477,"030N","007E",20,"ALL",3510,83525,"Newsome","NO"
,,,"EC0476","EC0476"," 476","Beaver Creek Placer",45.915,-115.6081,0,455454,1153629,"IRON MOUNTAIN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF",,,-115.60892596,45.9148250003,"030N","007E",29,"ALL",3511,83525,"Newsome","NO"
,,,"EC0477","EC0477"," 477","Wells-Fudge",45.9133,-115.6169,0,455448,1153701,"IRON MOUNTAIN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF",,,-115.617726186,45.9131249446,"030N","007E",29,"ALL",3512,83525,"Newsome","NO"
,,,"EC0478","EC0478"," 478","Newsome House Placer (Newsome Creek; Newsome Creek Junction)",45.90472,-115.63028,3,455417,1153749,"PILOT KNOB","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","335","EC",-115.63110644,45.9045448877,"030N","007E",30,"ALL",3513,83525,"Newsome","YES"
,,,"EC0479","EC0479"," 479","Mill Quartz",45.8986,-115.6275,0,455355,1153739,"PILOT KNOB","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","1131","EC",-115.62832627,45.8984249363,"030N","007E",31,"ALL",3514,83525,"Newsome","NO"
,,,"EC0480","EC0480"," 480","Buckeye Placer",45.8978,-115.6344,0,455352,1153804,"PILOT KNOB","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","336","EC",-115.635226455,45.8976248901,"030N","007E",31,"ALL",3515,83525,"Newsome","NO"
,,,"EC0481","EC0481"," 481","Little Giant",45.89707,-115.62799,0,455326,1153725,"PILOT KNOB","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF",,,-115.628816261,45.89689493989999,"030N","007E",31,"ALL",3516,83525,"Newsome","NO"
,,,"EC0482","EC0482"," 482","Golden Age Prospect (Meadow Creek; Easter Mine; Black Sam)",45.86278,-115.63333,0,455146,1153800,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","337","EC",-115.634155905,45.86260506249999,"029N","007E",7,"ALL",3517,83525,"Newsome","NO"
,,,"EC0483","EC0483"," 483","Victory Creek Placer",45.8617,-115.5983,0,455142,1153554,"CENTER STAR MOUNTAIN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","338","EC",-115.599124891,45.8615253207,"029N","007E",9,"ALL",3518,83525,"Newsome","NO"
,,,"EC0484","EC0484"," 484","Magpie",45.8483,-115.5939,0,455054,1153538,"CENTER STAR MOUNTAIN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF",,,-115.594724568,45.84812541599999,"029N","007E",16,"ALL",3519,83525,"Tenmile","NO"
,,,"EC0485","EC0485"," 485","Tippie Placer",45.8464,-115.6333,0,455047,1153800,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","344","EC",-115.634125662,45.8462251406,"029N","007E",18,"ALL",3520,83525,"Tenmile","NO"
,,,"EC0486","EC0486"," 486","Illinois (Blue Quartz Prospect; New York Consolidated Gold Mines Corporation)",45.84439,-115.66613,0,455040,1153958,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","339","EC",-115.666956567,45.8442149128,"029N","006E",13,"ALL",3521,83525,"Tenmile","NO"
,,,"EC0487","EC0487"," 487","Sphinx Group",45.84896,-115.667,3,455056,1154001,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF",,,-115.667826659,45.8487848847,"029N","006E",13,"ALL",3522,83525,"Tenmile","YES"
,,,"EC0488","EC0488"," 488","Anaconda (Graham-Ross)",45.83833,-115.6625,3,455018,1153945,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","343","EC",-115.663326374,45.8381549681,"029N","006E",24,"ALL",3523,83525,"Tenmile","NO"
,,,"EC0489","EC0489"," 489","Leggett Creek Placers",45.8436,-115.6492,0,455037,1153857,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","345","EC",-115.650026073,45.843425039,"029N","007E",18,"ALL",3524,83525,"Tenmile","NO"
,,,"EC0490","EC0490"," 490","Mackey Mine (Mackay Mine)",45.84141,-115.69269,3,455029,1154134,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","340","EC",-115.693517278,45.8412347349,"029N","006E",22,"ALL",3525,83525,"Tenmile","NO"
,,,"EC0491","EC0491"," 491","Buffalo-Idaho Mine (Mackay; Gold King; Mackey)",45.84209,-115.68247,3,455032,1154057,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","341","EC",-115.683296998,45.8419148056,"029N","006E",23,"ALL",3526,83525,"Tenmile","YES"
,,,"EC0492","EC0492"," 492","New York Mine (Anaconda and Illinois; Shamrock; Fall Creek; Ace Gold Mine)",45.83863,-115.6728,3,455019,1154022,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","342","EC",-115.673626671,45.8384548921,"029N","006E",23,"ALL",3527,83525,"Tenmile","YES"
,,,"EC0493","EC0493"," 493","Newsome and Leggett Creek Placer (Leggett Creek Placer)",45.83694,-115.62861,3,455013,1153743,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","345","EC",-115.629435388,45.8367652197,"029N","007E",20,"ALL",3528,83525,"Tenmile","NO"
,,,"EC0494","EC0494"," 494","Keyes Placer (Blue Bird; Key Placer; Bluebird)",45.83722,-115.65583,3,455014,1153921,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","346","EC",-115.656656167,45.8370450216,"029N","006E",24,"ALL",3529,83525,"Tenmile","YES"
,,,"EC0495","EC0495"," 495","South Fork Placers (Cymbeline Placer)",45.8275,-115.52389,3,454939,1153126,"CENTER STAR MOUNTAIN","ELK CITY ","IDAHO","U.S. Bureau of Land Management","Nez Perce NF",,,-115.524712267,45.8273260199,"029N","008E",30,"NW",3530,83525,"Elk City","NO"
,,,"EC0496","EC0496"," 496","Little Leggett Placer",45.8272,-115.6503,0,454938,1153901,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF",,,-115.651125862,45.8270251097,"029N","006E",25,"ALL",3531,83525,"Tenmile","NO"
,,,"EC0497","EC0497"," 497","Moose Creek Placer (Virginia City Group; Old Channel Placers)",45.83429,-115.60162,3,455003,1153606,"CENTER STAR MOUNTAIN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","347","EC",-115.602444581,45.8341154272,"029N","007E",21,"ALL",3532,83525,"Tenmile","YES"
,,,"EC0498","EC0498"," 498","Pioneer Placer",45.8186,-115.6167,0,454907,1153700,"CENTER STAR MOUNTAIN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","348","EC",-115.617524778,45.8184253938,"029N","007E",29,"ALL",3533,83525,"Tenmile","NO"
,,,"EC0499","EC0499"," 499","Golden Fleece (Mullins)",45.8086,-115.5983,0,454831,1153554,"CENTER STAR MOUNTAIN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","1075","EC",-115.599124107,45.8084255749,"029N","007E",33,"ALL",3534,83525,"Tenmile","NO"
,,,"EC0500","EC0500"," 500","Unnamed prospect",45.8058,-115.5897,0,454821,1153523,"CENTER STAR MOUNTAIN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF",,,-115.590523821,45.8056256505,"029N","007E",33,"ALL",3535,83525,"Tenmile","NO"
,,,"EC0501","EC0501"," 501","Meador Diggings",45.82333,-115.65611,3,454924,1153922,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF",,,-115.65693597,45.8231550863,"029N","006E",25,"ALL",3536,83525,"Tenmile","NO"
,,,"EC0502","EC0502"," 502","Tungstar Mine",45.81408,-115.65544,0,454851,1153920,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","356","EC",-115.656265814,45.8139051358,"029N","006E",36,"ALL",3537,83525,"Tenmile","NO"
,,,"EC0503","EC0503"," 503","California",45.8156,-115.6389,0,454856,1153820,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","61","EC",-115.639725366,45.815425248,"029N","007E",30,"ALL",3538,83525,"Tenmile","NO"
,,,"EC0504","EC0504"," 504","Sacramento Group (Franklin Group; Tough Nut Placer)",45.81556,-115.63194,3,454856,1153755,"GOLDEN","ELK CITY ","IDAHO","Private","Nez Perce NF",,,-115.632765167,45.8153852985,"029N","007E",30,"ALL",3539,83525,"Tenmile","YES"
,,,"EC0505","EC0505"," 505","Golden Mine",45.82699,-115.70972,3,454937,1154235,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF",,,-115.710547549,45.8268146808,"029N","006E",27,"ALL",3540,83525,"Tenmile","YES"
,,,"EC0506","EC0506"," 506","Scheelite Mine (Sheelite Mine; Shealite Mine)",45.8125,-115.65389,0,454845,1153914,"GOLDEN","ELK CITY ","IDAHO","Private","Nez Perce NF","357","EC",-115.654715747,45.8123251547,"029N","006E",36,"",3541,83525,"Tenmile","NO"
,,,"EC0507","EC0507"," 507","Lone Pine Mine (Harmon-Morrow; Lone Yellow Pine)",45.81276,-115.68726,3,454846,1154114,"GOLDEN","ELK CITY ","IDAHO","Private","Nez Perce NF","358","EC",-115.6880867,45.81258491209999,"029N","006E",35,"ALL",3542,83525,"Tenmile","YES"
,,,"EC0508","EC0508"," 508","Golden Eagle Mine (Golden Eagle Placer)",45.8092,-115.6819,0,454833,1154055,"GOLDEN","ELK CITY ","IDAHO","Private","Nez Perce NF","361","EC",-115.682726495,45.8090249682,"029N","006E",35,"",3543,83525,"Tenmile","NO"
,,,"EC0509","EC0509"," 509","Sentinel Mine",45.80739,-115.68876,3,454827,1154120,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","359","EC",-115.689586663,45.8072149273,"029N","006E",35,"ALL",3544,83525,"Tenmile","YES"
,,,"EC0510","EC0510"," 510","Clearwater Mine",45.80693,-115.69369,3,454825,1154137,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","360","EC",-115.694516796,45.8067548939,"029N","006E",34,"ALL",3545,83525,"Tenmile","YES"
,,,"EC0511","EC0511"," 511","Three Star Placer (Reeds Bar; Winstrom)",45.80431,-115.69603,3,454816,1154146,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF",,,-115.696856824,45.80413488969999,"029N","006E",34,"ALL",3546,83525,"Tenmile","YES"
,,,"EC0512","EC0512"," 512","Blackbird Mine (Rainy Day)",45.80437,-115.68439,3,454816,1154104,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","362","EC",-115.685216494,45.8041949736,"029N","006E",35,"ALL",3547,83525,"Tenmile","YES"
,,,"EC0513","EC0513"," 513","Buckhorn Deposit (Bobtail; Equator)",45.78791,-115.65118,3,454716,1153904,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","363","EC",-115.652005306,45.7877352939,"028N","006E",1,"ALL",3548,83525,"Tenmile","YES"
,,,"EC0514","EC0514"," 514","Wonder Mine",45.78547,-115.65953,3,454708,1153934,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","364","EC",-115.660355508,45.7852952455,"028N","006E",12,"ALL",3549,83525,"Tenmile","YES"
,,,"EC0515","EC0515"," 515","Coeur d'Alene Mine",45.79112,-115.62164,3,454728,1153718,"CENTER STAR MOUNTAIN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","365","EC",-115.622464514,45.7909454915,"028N","007E",5,"ALL",3550,83525,"Tenmile","YES"
,,,"EC0516","EC0516"," 516","Gold Bug",45.78167,-115.67028,3,454654,1154013,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","1146","EC",-115.671105757,45.7814951865,"028N","006E",11,"ALL",3551,83525,"Tenmile","YES"
,,,"EC0518","EC0518"," 518","Unnamed location",45.7769,-115.6367,0,454637,1153812,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","366","EC",-115.637524732,45.77672545239999,"028N","007E",7,"ALL",3552,83525,"Tenmile","NO"
,,,"EC0519","EC0519"," 519","Gilt Edge Mine (New Gilt Edge; Wild Hope Mine)",45.77703,-115.64025,3,454637,1153825,"GOLDEN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","368","EC",-115.641074835,45.7768554261,"028N","007E",7,"ALL",3553,83525,"Tenmile","YES"
,,,"EC0520","EC0520"," 520","Blue Eagle",45.78472,-115.605,0,454705,1153618,"CENTER STAR MOUNTAIN","ELK CITY ","IDAHO","U.S. Forest Service",,"1081","EC",-115.605823946,45.7845456428,"028N","007E",9,"ALL",3554,83525,"Tenmile","NO"
,,,"EC0521","EC0521"," 521","Haystack Mine",45.77306,-115.59361,0,454623,1153537,"CENTER STAR MOUNTAIN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","369","EC",-115.59443345,45.7728857821,"028N","007E",9,"ALL",3555,83525,"Tenmile","YES"
,,,"EC0522","EC0522"," 522","Fourmile Mine (Four Mile; Bob)",45.76802,-115.6144,3,454605,1153652,"CENTER STAR MOUNTAIN","ELK CITY ","IDAHO","U.S. Forest Service","Nez Perce NF","370","EC",-115.615223967,45.767845657,"028N","007E",17,"ALL",3556,83525,"Tenmile","YES"
