"SequenceNumber","Ref_id","PageNumbers","Reference","NotesForReferenceUpdate2015"
"HA0902",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA0903",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA0904",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA0905",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA0906",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA0907",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA0908",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA0909",114,,"Campbell, 1929, 30th Ann. Rept. of Mining Ind. of Idaho for 1928.",
"HA0910",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA0911",635,,"McDowell, 1955, 56th Ann. Rept. of Mining Ind. of Idaho for 1954.",
"HA0912",117,,"Campbell, 1932, 33rd Ann. Rept. of Mining Ind. of Idaho for 1931.",
"HA0913",424,,"Federspiel and others, 1992, USBM OFR MLA 4-92.",
"HA0914",107,,"Campbell, 1922, 23rd Ann. Rept. of Mining Ind. of Idaho for 1921.",
"HA0915",109,,"Campbell, 1924, 25th Ann. Rept. of Mining Ind. of Idaho for 1923.",
"HA0916",424,,"Federspiel and others, 1992, USBM OFR MLA 4-92.",
"HA0917",739,,"MSHA, 1981, MSHA ID No. 10 01497.",
"HA0918",52,,"Ballard, 1928, IBMG P-26.",
"HA0919",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA0920",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA0921",120,,"Campbell, 1937, 38th Ann. Rept. of Mining Ind. of Idaho for 1936.",
"HA0922",424,,"Federspiel and others, 1992, USBM OFR MLA 4-92.",
"HA0923",117,,"Campbell, 1932, 33rd Ann. Rept. of Mining Ind. of Idaho for 1931.",
"HA0924",424,,"Federspiel and others, 1992, USBM OFR MLA 4-92.",
"HA0925",424,,"Federspiel and others, 1992, USBM OFR MLA 4-92.",
"HA0926",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA0927",424,,"Federspiel and others, 1992, USBM OFR MLA 4-92.",
"HA0928",123,,"Campbell, 1940, 41st Ann. Rept. of Mining Ind. of Idaho for 1939.",
"HA0929",424,,"Federspiel and others, 1992, USBM OFR MLA 4-92.",
"HA0930",120,,"Campbell, 1937, 38th Ann. Rept. of Mining Ind. of Idaho for 1936.",
"HA0931",875,,"Ross, 1930, IBMG P-33.",
"HA0932",875,,"Ross, 1930, IBMG P-33.",
"HA0933",875,,"Ross, 1930, IBMG P-33.",
"HA0934",875,,"Ross, 1930, IBMG P-33.",
"HA0935",424,,"Federspiel and others, 1992, USBM OFR MLA 4-92.",
"HA0936",424,,"Federspiel and others, 1992, USBM OFR MLA 4-92.",
"HA0937",875,,"Ross, 1930, IBMG P-33.",
"HA0938",119,,"Campbell, 1936, 37th Ann. Rept. of Mining Ind. of Idaho for 1935.",
"HA0939",875,,"Ross, 1930, IBMG P-33.",
"HA0940",991,,"Umpleby, 1915, USGS B-580-K.",
"HA0941",926,,"Simons, 1935, 36th Ann. Rept. of Mining Ind. of Idaho for 1934.",
"HA0942",875,,"Ross, 1930, IBMG P-33.",
"HA0943",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA0944",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA0945",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA0946",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA0947",1034,,"USBM, n.d., USBM files.",
"HA0948",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA0949",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA0950",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA0951",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA0952",424,,"Federspiel and others, 1992, USBM OFR MLA 4-92.",
"HA0953",991,,"Umpleby, 1915, USGS B-580-K.",
"HA0954",991,,"Umpleby, 1915, USGS B-580-K.",
"HA0955",991,,"Umpleby, 1915, USGS B-580-K.",
"HA0956",169,,"Darling, 1987, Idaho State Univ. M.S. thesis.",
"HA0957",991,,"Umpleby, 1915, USGS B-580-K.",
"HA0958",630,,"McDowell, 1950, 51st Ann. Rept. of Mining Ind. of Idaho for 1949.",
"HA0959",126,,"Campbell, 1944, 45th Ann. Rept. of Mining Ind. of Idaho for 1943.",
"HA0960",424,,"Federspiel and others, 1992, USBM OFR MLA 4-92.",
"HA0961",991,,"Umpleby, 1915, USGS B-580-K.",
"HA0962",875,,"Ross, 1930, IBMG P-33.",
"HA0963",875,,"Ross, 1930, IBMG P-33.",
"HA0964",991,,"Umpleby, 1915, USGS B-580-K.",
"HA0965",991,,"Umpleby, 1915, USGS B-580-K.",
"HA0966",169,,"Darling, 1987, Idaho State Univ. M.S. thesis.",
"HA0967",991,,"Umpleby, 1915, USGS B-580-K.",
"HA0968",991,,"Umpleby, 1915, USGS B-580-K.",
"HA0969",991,,"Umpleby, 1915, USGS B-580-K.",
"HA0970",1501,,"USGS, Dollarhide Mtn. 7.5-min. quad. topo. map.",
"HA0971",1034,,"USBM, n.d., USBM files.",
"HA0972",1470,,"USGS, Buttercup Mtn. 7.5-min. quad. topo. map.",
"HA0973",1034,,"USBM, n.d., USBM files.",
"HA0974",108,,"Campbell, 1923, 24th Ann. Rept. of Mining Ind. of Idaho for 1922.",
"HA0975",875,,"Ross, 1930, IBMG P-33.",
"HA0976",875,,"Ross, 1930, IBMG P-33.",
"HA0977",991,,"Umpleby, 1915, USGS B-580-K.",
"HA0978",443,,"Gehlen, 1983, Univ. of Idaho M.S. thesis.",
"HA0979",991,,"Umpleby, 1915, USGS B-580-K.",
"HA0980",991,,"Umpleby, 1915, USGS B-580-K.",
"HA0981",991,,"Umpleby, 1915, USGS B-580-K.",
"HA0982",1501,,"USGS, Dollarhide Mtn. 7.5-min. quad. topo. map.",
"HA0983",991,,"Umpleby, 1915, USGS B-580-K.",
"HA0984",991,,"Umpleby, 1915, USGS B-580-K.",
"HA0985",991,,"Umpleby, 1915, USGS B-580-K.",
"HA0986",991,,"Umpleby, 1915, USGS B-580-K.",
"HA0987",1416,,"USGS, 1951, Spokane Commodity Files.",
"HA0988",1501,,"USGS, Dollarhide Mtn. 7.5-min. quad. topo. map.",
"HA0989",1034,,"USBM, n.d., USBM files.",
"HA0990",1470,,"USGS, Buttercup Mtn. 7.5-min. quad. topo. map.",
"HA0991",875,,"Ross, 1930, IBMG P-33.",
"HA0992",1034,,"USBM, n.d., USBM files.",
"HA0993",875,,"Ross, 1930, IBMG P-33.",
"HA0994",875,,"Ross, 1930, IBMG P-33.",
"HA0995",875,,"Ross, 1930, IBMG P-33.",
"HA0996",111,,"Campbell, 1926, 27th Ann. Rept. of Mining Ind. of Idaho for 1925.",
"HA0997",1463,,"USGS, Blaine 15-min. quad. topo. map.",
"HA0998",122,,"Campbell, 1939, 40th Ann. Rept. of Mining Ind. of Idaho for 1938.",
"HA0999",846,,"Powers, 1947, IBMG Mineral Resources Rept. 4.",
"HA1000",592,,"Lewis, 1991, Oregon State Univ. Ph.D. dissertation.",
"HA1001",600,,"Livingston, 1919, Univ. of Idaho School of Mines B-2, v. 14.",
"HA1002",110,,"Campbell, 1925, 26th Ann. Rept. of Mining Ind. of Idaho for 1924.",
"HA1003",957,,"Staley, 1962, IGS Mineral Property Files.",
"HA1004",1418,,"USGS, 1953, Spokane Commodity Files.",
"HA1005",1663,,"Van Noy and others, 1986, USGS B-1545-E.",
"HA1006",1663,,"Van Noy and others, 1986, USGS B-1545-E.",
"HA1007",1529,,"USGS, Hailey 1 deg. X 2 deg. quad. (AMS) topo. map.",
"HA1008",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"HA1009",1663,,"Van Noy and others, 1986, USGS B-1545-E.",
"HA1010",1663,,"Van Noy and others, 1986, USGS B-1545-E.",
"HA1011",1171,,"USBM, n.d., WFOC MPF-37.109.",
"HA1012",1663,,"Van Noy and others, 1986, USGS B-1545-E.",
"HA1013",1663,,"Van Noy and others, 1986, USGS B-1545-E.",
"HA1014",1663,,"Van Noy and others, 1986, USGS B-1545-E.",
"HA1015",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"HA1016",1315,,"USBM, n.d., WFOC MPF-79.010.",
"HA1017",1318,,"USBM, n.d., WFOC MPF-79.120.",
"HA1018",1034,,"USBM, n.d., USBM files.",
"HA1019",1181,,"USBM, n.d., WFOC MPF-37.142.",
"HA1020",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1021",1663,,"Van Noy and others, 1986, USGS B-1545-E.",
"HA1022",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1023",1663,,"Van Noy and others, 1986, USGS B-1545-E.",
"HA1024",1663,,"Van Noy and others, 1986, USGS B-1545-E.",
"HA1025",111,,"Campbell, 1926, 27th Ann. Rept. of Mining Ind. of Idaho for 1925.",
"HA1026",1663,,"Van Noy and others, 1986, USGS B-1545-E.",
"HA1027",1663,,"Van Noy and others, 1986, USGS B-1545-E.",
"HA1028",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1029",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1030",1663,,"Van Noy and others, 1986, USGS B-1545-E.",
"HA1031",1039,,"USBM, n.d., WFOC Min. Rept. 37.",
"HA1032",1663,,"Van Noy and others, 1986, USGS B-1545-E.",
"HA1033",1663,,"Van Noy and others, 1986, USGS B-1545-E.",
"HA1034",1663,,"Van Noy and others, 1986, USGS B-1545-E.",
"HA1035",1206,,"USBM, n.d., WFOC MPF-37.830.",
"HA1036",1134,,"USBM, n.d., WFOC MPF-30.110.",
"HA1037",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1038",628,,"McDowell, 1948, 49th Ann. Rept. of Mining Ind. of Idaho for 1947.",
"HA1039",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1040",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1041",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1042",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1043",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1044",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1045",1317,,"USBM, n.d., WFOC MPF-79.100.",
"HA1046",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1047",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1048",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1049",1205,,"USBM, n.d., WFOC MPF-37.500.",
"HA1050",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1051",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1052",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1053",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1054",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1055",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1056",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1057",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1058",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1059",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1060",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1061",1034,,"USBM, n.d., USBM files.",
"HA1062",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1063",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA1065",1466,,"USGS, Boyle Mtn. 7.5-min. quad. topo. map.",
"HA1066",1466,,"USGS, Boyle Mtn. 7.5-min. quad. topo. map.",
"HA1067",1466,,"USGS, Boyle Mtn. 7.5-min. quad. topo. map.",
"HA1068",423,,"Federspiel and others, 1987, USBM OFR MLA 64-87.",
"HA1069",991,,"Umpleby, 1915, USGS B-580-K.",
"HA1070",1466,,"USGS, Boyle Mtn. 7.5-min. quad. topo. map.",
"HA1071",1034,,"USBM, n.d., USBM files.",
"HA1072",991,,"Umpleby, 1915, USGS B-580-K.",
"HA1073",1016,,"USBM, 1975, Activities of Idaho Mining Properties, 1974.",
"HA1074",566,,"Kinghorn, 1977, 3rd Ann. Rept., Idaho Dept. of Labor & Industrial Services.",
"HA1075",633,,"McDowell, 1953, 54th Ann. Rept. of Mining Ind. of Idaho for 1952.",
"HA1076",1034,,"USBM, n.d., USBM files.",
"HA1077",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1078",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"HA1079",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"HA1080",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"HA1081",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1082",1316,,"USBM, n.d., WFOC MPF-79.020.",
"HA1083",1305,,"USBM, n.d., WFOC MPF-74.210.",
"HA1084",1092,,"USBM, n.d., WFOC MPF-21.076.",
"HA1085",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"HA1086",639,,"McHugh and others, 1991, USBM OFR MLA 6-91.",
"HA1087",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1088",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1089",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1090",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1091",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1092",161,,"Cook, 1956, IBMG P-108.",
"HA1093",161,,"Cook, 1956, IBMG P-108.",
"HA1094",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1095",161,,"Cook, 1956, IBMG P-108.",
"HA1096",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1097",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1098",1320,,"USBM, n.d., WFOC MPF-79.700.",
"HA1099",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1100",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1101",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1102",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1103",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1104",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1105",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1106",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1107",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1108",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1109",1526,,"USGS, Grays Peak 7.5-min. quad. topo. map.",
"HA1110",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1111",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1112",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1113",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1114",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1115",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1116",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1117",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1118",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1119",1202,,"USBM, n.d., WFOC MPF-37.248.",
"HA1120",1034,,"USBM, n.d., USBM files.",
"HA1121",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1122",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1123",1416,,"USGS, 1951, Spokane Commodity Files.",
"HA1124",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1125",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1127",1182,,"USBM, n.d., WFOC MPF-37.146.",
"HA1128",1530,,"USGS, Hailey 7.5-min. quad. topo. map.",
"HA1129",1530,,"USGS, Hailey 7.5-min. quad. topo. map.",
"HA1130",1530,,"USGS, Hailey 7.5-min. quad. topo. map.",
"HA1131",1530,,"USGS, Hailey 7.5-min. quad. topo. map.",
"HA1132",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1133",957,,"Staley, 1962, IGS Mineral Property Files.",
"HA1134",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1135",1565,,"USGS, Mahoney Butte 7.5-min. quad. topo. map.",
"HA1136",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1137",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1138",1034,,"USBM, n.d., USBM files.",
"HA1139",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1140",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1141",1034,,"USBM, n.d., USBM files.",
"HA1142",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1143",566,,"Kinghorn, 1977, 3rd Ann. Rept., Idaho Dept. of Labor & Industrial Services.",
"HA1144",732,,"MSHA, 1980, MSHA ID No. 10 01480.",
"HA1145",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1146",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1147",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1148",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1149",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1150",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1151",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1152",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1153",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1154",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1155",957,,"Staley, 1962, IGS Mineral Property Files.",
"HA1156",1470,,"USGS, Buttercup Mtn. 7.5-min. quad. topo. map.",
"HA1157",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1158",984,,"Tuchek and Ridenour, 1981, USGS B-1497-D.",
"HA1159",1274,,"USBM, n.d., WFOC MPF-64.180.",
"HA1160",1034,,"USBM, n.d., USBM files.",
"HA1161",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1162",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1163",1201,,"USBM, n.d., WFOC MPF-37.233.",
"HA1164",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1165",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1166",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1167",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1168",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1169",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1170",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1171",112,,"Campbell, 1927, 28th Ann. Rept. of Mining Ind. of Idaho for 1926.",
"HA1172",1034,,"USBM, n.d., USBM files.",
"HA1173",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1174",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1175",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1176",1173,,"USBM, n.d., WFOC MPF-37.119.",
"HA1177",112,,"Campbell, 1927, 28th Ann. Rept. of Mining Ind. of Idaho for 1926.",
"HA1178",46,,"Asher, 1965, IBMG P-135.",
"HA1179",1109,,"USBM, n.d., WFOC MPF-21.570.",
"HA1180",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1181",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1182",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1183",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1184",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1185",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1186",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1187",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1188",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1189",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1190",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1191",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1192",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1193",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1194",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1195",583,,"Lemmon and Tweeto, 1962, USGS Map MR-25.",
"HA1196",487,,"Hidden Treasure Mining Co., 1914, Hidden Treasure Mining Co. Ann. Rept. to Idaho Inspector of Mines.",
"HA1197",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1198",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1199",493,,"Holt and Storch, 1955, U.S. Atomic Energy Comm. Rept. RMO-1539.",
"HA1200",10,,"Anderson and others, 1950, IBMG P-90.",
"HA1201",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1202",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1203",161,,"Cook, 1956, IBMG P-108.",
"HA1204",1034,,"USBM, n.d., USBM files.",
"HA1205",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1206",1307,,"USBM, n.d., WFOC MPF-74.600.",
"HA1207",848,,"Powers, 1955, IGS Mineral Property Files.",
"HA1208",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1209",13,,"Anderson and Wagner, 1946, IBMG P-76.",
"HA1210",13,,"Anderson and Wagner, 1946, IBMG P-76.",
"HA1211",13,,"Anderson and Wagner, 1946, IBMG P-76.",
"HA1212",13,,"Anderson and Wagner, 1946, IBMG P-76.",
"HA1213",1034,,"USBM, n.d., USBM files.",
"HA1214",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1215",988,,"Umpleby and others, 1930, USGS B-814.",
"HA1216",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1217",13,,"Anderson and Wagner, 1946, IBMG P-76.",
"HA1218",13,,"Anderson and Wagner, 1946, IBMG P-76.",
"HA1219",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1220",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1221",13,,"Anderson and Wagner, 1946, IBMG P-76.",
"HA1222",13,,"Anderson and Wagner, 1946, IBMG P-76.",
"HA1223",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1224",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1225",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1226",13,,"Anderson and Wagner, 1946, IBMG P-76.",
"HA1227",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1228",848,,"Powers, 1955, IGS Mineral Property Files.",
"HA1229",13,,"Anderson and Wagner, 1946, IBMG P-76.",
"HA1230",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1231",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1232",1529,,"USGS, Hailey 1 deg. X 2 deg. quad. (AMS) topo. map.",
"HA1233",1463,,"USGS, Blaine 15-min. quad. topo. map.",
"HA1234",124,,"Campbell, 1941, 42nd Ann. Rept. of Mining Ind. of Idaho for 1940.",
"HA1235",875,,"Ross, 1930, IBMG P-33.",
"HA1236",123,,"Campbell, 1940, 41st Ann. Rept. of Mining Ind. of Idaho for 1939.",
"HA1237",13,,"Anderson and Wagner, 1946, IBMG P-76.",
"HA1238",13,,"Anderson and Wagner, 1946, IBMG P-76.",
"HA1239",13,,"Anderson and Wagner, 1946, IBMG P-76.",
"HA1240",925,,"Simons, 1934, 35th Ann. Rept. of Mining Ind. of Idaho for 1933.",
"HA1241",46,,"Asher, 1965, IBMG P-135.",
"HA1242",872,,"Robertson and Storch, 1955, U.S. Atomic Energy Comm. Rept. RME-3136.",
"HA1243",872,,"Robertson and Storch, 1955, U.S. Atomic Energy Comm. Rept. RME-3136.",
"HA1244",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1245",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1246",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1247",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1248",493,,"Holt and Storch, 1955, U.S. Atomic Energy Comm. Rept. RMO-1539.",
"HA1249",1191,,"USBM, n.d., WFOC MPF-37.161.",
"HA1250",493,,"Holt and Storch, 1955, U.S. Atomic Energy Comm. Rept. RMO-1539.",
"HA1251",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1252",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1253",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1254",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1255",46,,"Asher, 1965, IBMG P-135.",
"HA1256",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1257",1016,,"USBM, 1975, Activities of Idaho Mining Properties, 1974.",
"HA1258",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1259",1453,,"USGS, Bellevue 15-min. quad. topo. map.",
"HA1260",768,,"Norberg, 1971, Upper Snake River Valley, USBM unpub. data.",
"HM0001",1662,,"Van Noy and others, 1970, USBM RI-7426.",
"HM0002",1662,,"Van Noy and others, 1970, USBM RI-7426.",
"HM0003",1162,,"USBM, n.d., WFOC MPF-37.049.",
"HM0004",1034,,"USBM, n.d., USBM files.",
"HM0005",1069,,"USBM, n.d., WFOC MPF-08.022.",
"HM0006",488,,"Hietanen, 1963, USGS PP-344-B.",
"HM0007",951,,"Staley, 1940, IBMG P-54.",
"HM0008",951,,"Staley, 1940, IBMG P-54.",
"HM0009",1662,,"Van Noy and others, 1970, USBM RI-7426.",
"HM0010",1662,,"Van Noy and others, 1970, USBM RI-7426.",
"HM0011",1662,,"Van Noy and others, 1970, USBM RI-7426.",
"HM0012",488,,"Hietanen, 1963, USGS PP-344-B.",
"HM0013",1034,,"USBM, n.d., USBM files.",
"HM0014",157,,"Collier, 1906, in USGS B-285-B.",
"HM0015",1034,,"USBM, n.d., USBM files.",
"HM0016",1034,,"USBM, n.d., USBM files.",
"HM0017",19,,"Anderson, 1930, IBMG P-34.",
"HM0018",1034,,"USBM, n.d., USBM files.",
"HM0019",19,,"Anderson, 1930, IBMG P-34.",
"HM0020",951,,"Staley, 1940, IBMG P-54.",
"HM0021",951,,"Staley, 1940, IBMG P-54.",
"HM0022",951,,"Staley, 1940, IBMG P-54.",
"HM0023",951,,"Staley, 1940, IBMG P-54.",
"HM0024",661,,"Miller, 1992, USBM OFR MLA 15-92.",
"HM0025",951,,"Staley, 1940, IBMG P-54.",
"HM0026",1322,,"USBM, n.d., WFOC MPF-82.007.",
"HM0027",1040,,"USBM, n.d., WFOC Mine Map Repository.",
"HM0028",1711,,"Carter and others, 1962, USBM IC-8112.",
"HM0029",1711,,"Carter and others, 1962, USBM IC-8112.",
"HM0030",1711,,"Carter and others, 1962, USBM IC-8112.",
"HM0031",951,,"Staley, 1940, IBMG P-54.",
"HM0032",661,,"Miller, 1992, USBM OFR MLA 15-92.",
"HM0033",951,,"Staley, 1940, IBMG P-54.",
"HM0034",661,,"Miller, 1992, USBM OFR MLA 15-92.",
"HM0035",661,,"Miller, 1992, USBM OFR MLA 15-92.",
"HM0036",951,,"Staley, 1940, IBMG P-54.",
"HM0037",1711,,"Carter and others, 1962, USBM IC-8112.",
"HM0038",661,,"Miller, 1992, USBM OFR MLA 15-92.",
"HM0039",479,,"Hansen, 1971, 68th Ann. Rept. of Mining Ind. of Idaho for 1969-1970.",
